"latitude","longitude","name","country","refcode"
-7.40088987350464,20.8185005187988,"Dundo Airport","AO","FNDU"
-17.0435009003,15.6837997437,"Ngjiva Pereira Airport","AO","FNGI"
-12.8088998794556,15.7604999542236,"Nova Lisboa Airport","AO","FNHU"
-12.404600143433,16.947399139404,"Kuito Airport","AO","FNKU"
-8.85837,13.2312,"Quatro de Fevereiro Airport","AO","FNLU"
-9.52509021759033,16.3124008178711,"Malanje Airport","AO","FNMA"
-14.657600402832,17.7198009490967,"Menongue Airport","AO","FNME"
-15.2611999511719,12.1468000411987,"Namibe Airport","AO","FNMO"
-7.75450992584229,15.2876996994019,"Negage Airport","AO","FNNG"
-10.7220001220703,13.7655000686646,"Porto Amboim Airport","AO","FNPA"
-9.6890697479248,20.4319000244141,"Saurimo Airport","AO","FNSA"
-6.14108991622925,12.3718004226685,"Soyo Airport","AO","FNSO"
-11.1679000854492,13.8474998474121,"Sumbe Airport","AO","FNSU"
-14.9246997833252,13.5749998092651,"Lubango Airport","AO","FNUB"
-11.7680997848511,19.8976993560791,"Luena Airport","AO","FNUE"
-7.60306978225708,15.0277996063232,"Uige Airport","AO","FNUG"
-16.7553997039795,14.9652996063232,"Xangongo Airport","AO","FNXA"
-77.8539962768555,166.468994140625,"McMurdo Station Ice Runway","AQ","NZIR"
-77.9634017944336,166.524993896484,"McMurdo Station Pegasus Field","AQ","NZPG"
-90,0,"South Pole Station Airport","AQ","NZSP"
-77.8674011230469,167.057006835938,"Williams Field","AQ","NZWD"
-31.2969,-57.9966,"Comodoro Pierrestegui Airport","AR","SAAC"
-33.0103,-58.6131,"Gualeguaychu Airport","AR","SAAG"
-31.7948,-60.4804,"General Urquiza Airport","AR","SAAP"
-32.9036,-60.785,"Islas Malvinas Airport","AR","SAAR"
-31.7117,-60.8117,"Sauce Viejo Airport","AR","SAAV"
-34.5592,-58.4156,"Jorge Newbery Airpark","AR","SABE"
-31.323601,-64.208,"Ingeniero Ambrosio Taravella Airport","AR","SACO"
-34.4532,-58.5896,"San Fernando Airport","AR","SADF"
-34.9722,-57.8947,"La Plata Airport","AR","SADL"
-34.6099,-58.6126,"El Palomar Airport","AR","SADP"
-34.8222,-58.5358,"Ministro Pistarini International Airport","AR","SAEZ"
-37.3905982971,-68.9041976929,"Rincon De Los Sauces Airport","AR","SAHS"
-38.975498,-70.113602,"Zapala Airport","AR","SAHZ"
-32.8316993713,-68.7929000854,"El Plumerillo Airport","AR","SAME"
-35.493598938,-69.5743026733,"Comodoro D.R. Salomón Airport","AR","SAMM"
-34.588299,-68.4039,"Suboficial Ay Santiago Germano Airport","AR","SAMR"
-28.5956001282,-65.751701355,"Catamarca Airport","AR","SANC"
-27.7655563354,-64.3099975586,"Vicecomodoro Angel D. La Paz Aragonés Airport","AR","SANE"
-29.3815994263,-66.7957992554,"Capitan V A Almonacid Airport","AR","SANL"
-27.4966,-64.93595,"Termas de Río Hondo international Airport","AR","SANR"
-26.8409,-65.104897,"Teniente Benjamin Matienzo Airport","AR","SANT"
-31.571501,-68.418198,"Domingo Faustino Sarmiento Airport","AR","SANU"
-33.0850982666,-64.2612991333,"Area De Material Airport","AR","SAOC"
-31.9451999664,-65.1463012695,"Villa Dolores Airport","AR","SAOD"
-33.7299003601,-65.3873977661,"Villa Reynolds Airport","AR","SAOR"
-33.2732009888,-66.3563995361,"Brigadier Mayor D Cesar Raul Ojeda Airport","AR","SAOU"
-32.3201,-63.22663,"Presidente Néstor Kirchner Regional Airport","AR","SAOV"
-27.4455,-58.7619,"Corrientes Airport","AR","SARC"
-27.45,-59.0561,"Resistencia International Airport","AR","SARE"
-26.2127,-58.2281,"Formosa Airport","AR","SARF"
-25.737301,-54.4734,"Cataratas Del Iguazú International Airport","AR","SARI"
-29.6894,-57.1521,"Paso De Los Libres Airport","AR","SARL"
-30.2719,-57.6402,"Monte Caseros Airport","AR","SARM"
-27.3858,-55.9707,"Libertador Gral D Jose De San Martin Airport","AR","SARP"
-24.8560009003,-65.4861984253,"Martin Miguel De Guemes International Airport","AR","SASA"
-24.392799,-65.097801,"Gobernador Horacio Guzman International Airport","AR","SASJ"
-23.1527996063,-64.3292007446,"Orán Airport","AR","SASO"
-22.619600296,-63.7937011719,"General Enrique Mosconi Airport","AR","SAST"
-29.1058,-59.2189,"Goya Airport","AR","SATG"
-29.2103,-59.68,"Reconquista Airport","AR","SATR"
-29.7706,-57.9789,"Curuzu Cuatia Airport","AR","SATU"
-41.9431991577,-71.5323028564,"El Bolson Airport","AR","SAVB"
-45.7853,-67.4655,"General E. Mosconi Airport","AR","SAVC"
-42.908000946,-71.139503479,"Brigadier Antonio Parodi Airport","AR","SAVE"
-46.5382995605,-68.9653015137,"Las Heras Airport","AR","SAVH"
-43.2105,-65.2703,"Almirante Marco Andres Zar Airport","AR","SAVT"
-40.8692,-63.0004,"Gobernador Castello Airport","AR","SAVV"
-42.7592,-65.1027,"El Tehuelche Airport","AR","SAVY"
-50.2803,-72.053101,"El Calafate Airport","AR","SAWC"
-47.7353,-65.9041,"Puerto Deseado Airport","AR","SAWD"
-53.7777,-67.7494,"Hermes Quijada International Airport","AR","SAWE"
-51.6089,-69.3126,"Piloto Civil N. Fernández Airport","AR","SAWG"
-54.8433,-68.2958,"Malvinas Argentinas Airport","AR","SAWH"
-49.3068,-67.8026,"Capitan D Daniel Vazquez Airport","AR","SAWJ"
-46.537899,-70.978699,"Perito Moreno Airport","AR","SAWP"
-50.0165,-68.5792,"Santa Cruz Airport","AR","SAWU"
-38.725,-62.1693,"Comandante Espora Airport","AR","SAZB"
-35.6962013245,-63.7583007812,"General Pico Airport","AR","SAZG"
-38.3869,-60.3297,"Tres Arroyos Airport","AR","SAZH"
-36.5423,-56.7218,"Santa Teresita Airport","AR","SAZL"
-37.9342,-57.5733,"Ástor Piazzola International Airport","AR","SAZM"
-38.949001,-68.155701,"Presidente Peron Airport","AR","SAZN"
-38.4831,-58.8172,"Necochea Airport","AR","SAZO"
-35.8446,-61.8576,"Comodoro Pedro Zanni Airport","AR","SAZP"
-36.588299,-64.275703,"Santa Rosa Airport","AR","SAZR"
-41.151199,-71.157501,"San Carlos De Bariloche Airport","AR","SAZS"
-37.2374000549,-59.2279014587,"Héroes De Malvinas Airport","AR","SAZT"
-37.2354,-57.0292,"Villa Gesell Airport","AR","SAZV"
-38.9397010803,-69.2646026611,"Cutral-Co Airport","AR","SAZW"
-40.075401,-71.137299,"Aviador C. Campos Airport","AR","SAZY"
-14.2172,-169.425003,"Fitiuta Airport","AS","NSFQ"
-14.3310003281,-170.710006714,"Pago Pago International Airport","AS","NSTU"
47.8432998657227,16.2600994110107,"Wiener Neustadt East Airport","AT","LOAN"
46.9911003112793,15.4395999908447,"Graz Airport","AT","LOWG"
47.260201,11.344,"Innsbruck Airport","AT","LOWI"
46.642502,14.3377,"Klagenfurt Airport","AT","LOWK"
48.2332,14.1875,"Linz Hörsching Airport","AT","LOWL"
47.7933006287,13.0043001175,"Salzburg Airport","AT","LOWS"
48.110298156738,16.569700241089,"Vienna International Airport","AT","LOWW"
47.202801,14.7442,"Hinterstoisser Air Base","AT","LOXZ"
0.1,0.1,"(Duplicate)YKCY","AU","AU-0121"
-34.9432983398438,117.80899810791,"Albany Airport","AU","YABA"
-27.6406,152.712006,"RAAF Base Amberley","AU","YAMB"
-23.646099,146.584,"Alpha Airport","AU","YAPH"
-37.309398651123,142.988998413086,"Ararat Airport","AU","YARA"
-30.5280990601,151.617004395,"Armidale Airport","AU","YARM"
-25.1861,130.975998,"Ayers Rock Connellan Airport","AU","YAYE"
-23.5652999878,145.307006836,"Barcaldine Airport","AU","YBAR"
-23.8066997528076,133.901992797852,"Alice Springs Airport","AU","YBAS"
-27.3841991424561,153.117004394531,"Brisbane International Airport","AU","YBBN"
-28.1644001007,153.505004883,"Gold Coast Airport","AU","YBCG"
-24.4277992249,145.429000854,"Blackall Airport","AU","YBCK"
-16.885799408,145.755004883,"Cairns International Airport","AU","YBCS"
-26.4132995605,146.261993408,"Charleville Airport","AU","YBCV"
-25.8974990844727,139.348007202148,"Birdsville Airport","AU","YBDV"
-32.0013999939,141.472000122,"Broken Hill Airport","AU","YBHI"
-20.3581008911,148.95199585,"Hamilton Island Airport","AU","YBHM"
-24.3460998535156,139.460006713867,"Bedourie Airport","AU","YBIE"
-30.0391998291016,145.951995849609,"Bourke Airport","AU","YBKE"
-36.5518989562988,146.00700378418,"Benalla Airport","AU","YBLA"
-20.6639003754,139.488998413,"Mount Isa Airport","AU","YBMA"
-26.6033,153.091003,"Sunshine Coast Airport","AU","YBMC"
-21.1716995239,149.179992676,"Mackay Airport","AU","YBMK"
-28.8339004517,153.56199646,"Ballina Byron Gateway Airport","AU","YBNA"
-37.8875007629395,147.567993164062,"Bairnsdale Airport","AU","YBNS"
-27.4113998413086,151.735000610352,"Oakey Airport","AU","YBOK"
-22.9132995605469,139.899993896484,"Boulia Airport","AU","YBOU"
-20.4950008392,148.552001953,"Proserpine Whitsunday Coast Airport","AU","YBPN"
-23.3819007874,150.475006104,"Rockhampton Airport","AU","YBRK"
-17.9447002410889,122.232002258301,"Broome International Airport","AU","YBRM"
-34.6236000061035,143.578002929688,"Balranald Airport","AU","YBRN"
-29.9738998413086,146.817001342773,"Brewarrina Airport","AU","YBRW"
-33.4094009399,149.651992798,"Bathurst Airport","AU","YBTH"
-11.7692003250122,130.619995117188,"Bathurst Island Airport","AU","YBTI"
-19.2525005340576,146.764999389648,"Townsville Airport","AU","YBTL"
-23.603099822998,148.807006835938,"Blackwater Airport","AU","YBTR"
-24.9039001465,152.319000244,"Bundaberg Airport","AU","YBUD"
-12.6786003113,141.925003052,"Weipa Airport","AU","YBWP"
-27.558332,151.793335,"Toowoomba Wellcamp Airport","AU","YBWW"
-24.880211,113.67174,"Carnarvon Airport","AU","YCAR"
-31.5382995605469,145.794006347656,"Cobar Airport","AU","YCBA"
-31.3325004577637,149.266998291016,"Coonabarabran Airport","AU","YCBB"
-29.0400009155273,134.720993041992,"Coober Pedy Airport","AU","YCBP"
-26.7749996185303,150.617004394531,"Chinchilla Airport","AU","YCCA"
-20.6686000824,140.503997803,"Cloncurry Airport","AU","YCCY"
-32.1305999755859,133.710006713867,"Ceduna Airport","AU","YCDU"
-33.7097015380859,136.505004882812,"Cleve Airport","AU","YCEE"
-17.5813999176,123.82800293,"RAAF Base Curtin","AU","YCIN"
-15.4447002410889,145.184005737305,"Cooktown Airport","AU","YCKN"
-22.773099899292,147.621002197266,"Clermont Airport","AU","YCMT"
-28.0300006866455,145.621994018555,"Cunnamulla Airport","AU","YCMU"
-30.9832992553711,148.376007080078,"Coonamble Airport","AU","YCNM"
-13.761133,143.113311,"Coen Airport","AU","YCOE"
-36.3005981445,148.973999023,"Cooma Snowy Mountains Airport","AU","YCOM"
-35.994701385498,146.356994628906,"Corowa Airport","AU","YCOR"
-36.1828002929688,147.888000488281,"Corryong Airport","AU","YCRG"
-34.6239013671875,148.02799987793,"Cootamundra Airport","AU","YCTM"
-33.8446998596191,148.649002075195,"Cowra Airport","AU","YCWR"
-28.5916996002197,148.216995239258,"Dirranbandi Airport","AU","YDBI"
-17.3700008392334,123.661003112793,"Derby Airport","AU","YDBY"
-35.5593986511,144.945999146,"Deniliquin Airport","AU","YDLQ"
-41.1697006226,146.429992676,"Devonport Airport","AU","YDPO"
-22.622200012207,148.363998413086,"Dysart Airport","AU","YDYS"
-36.1571998596191,144.761993408203,"Echuca Airport","AU","YECH"
-12.0193996429,135.570999146,"Elcho Island Airport","AU","YELD"
-23.5674991608,148.179000854,"Emerald Airport","AU","YEML"
-33.684399,121.822998,"Esperance Airport","AU","YESP"
-33.363602,147.934998,"Forbes Airport","AU","YFBS"
-30.8381004333496,128.115005493164,"Forrest Airport","AU","YFRT"
-18.1819000244141,125.55899810791,"Fitzroy Crossing Airport","AU","YFTZ"
-30.9610996246338,150.251007080078,"Gunnedah Airport","AU","YGDH"
-28.796101,114.707001,"Geraldton Airport","AU","YGEL"
-29.7593994140625,153.029998779297,"Grafton Airport","AU","YGFN"
-23.869699,151.223007,"Gladstone Airport","AU","YGLA"
-34.8102989196777,149.725997924805,"Goulburn Airport","AU","YGLB"
-29.6749992370605,151.688995361328,"Glen Innes Airport","AU","YGLI"
-11.4025001525879,130.421997070312,"Garden Point Airport","AU","YGPT"
-13.9750003815,136.460006714,"Groote Eylandt Airport","AU","YGTE"
-34.2508010864,146.067001343,"Griffith Airport","AU","YGTH"
-34.5313987731934,144.830001831055,"Hay Airport","AU","YHAY"
-25.3188991547,152.880004883,"Hervey Bay Airport","AU","YHBA"
-10.586400032,142.289993286,"Horn Island Airport","AU","YHID"
-18.2339000701904,127.669998168945,"Halls Creek Airport","AU","YHLC"
-37.6488990783691,142.065002441406,"Hamilton Airport","AU","YHML"
-37.0475006104,147.333999634,"Mount Hotham Airport","AU","YHOT"
-35.7153015136719,142.360000610352,"Hopetoun Airport","AU","YHPN"
-36.6697006225586,142.173004150391,"Horsham Airport","AU","YHSM"
-29.888299942,151.143997192,"Inverell Airport","AU","YIVL"
-35.7513999938965,143.938995361328,"Kerang Airport","AU","YKER"
-39.877498626709,143.878005981445,"King Island Airport","AU","YKII"
-31.0743999481201,152.770004272461,"Kempsey Airport","AU","YKMP"
-15.4856004714966,141.751007080078,"Kowanyama Airport","AU","YKOW"
-26.5807991027832,151.841003417969,"Kingaroy Airport","AU","YKRY"
-35.7139015197754,137.52099609375,"Kingscote Airport","AU","YKSC"
-30.5983009338379,138.425994873047,"Leigh Creek Airport","AU","YLEC"
-28.8780994415283,121.315002441406,"Leonora Airport","AU","YLEO"
-12.7869,143.304993,"Lockhart River Airport","AU","YLHR"
-28.8302993774,153.259994507,"Lismore Airport","AU","YLIS"
-29.4566993713379,147.983993530273,"Lightning Ridge Airport","AU","YLRD"
-23.4342002869,144.279998779,"Longreach Airport","AU","YLRE"
-27.8432998657227,120.703002929688,"Leinster Airport","AU","YLST"
-38.207199,146.470001,"Latrobe Valley Airport","AU","YLTV"
-38.039398,144.468994,"Avalon Airport","AU","YMAV"
-36.067798614502,146.957992553711,"Albury Airport","AU","YMAY"
-17.0692005157471,145.419006347656,"Mareeba Airport","AU","YMBA"
-32.5625,149.610992432,"Mudgee Airport","AU","YMDG"
-26.6117000579834,118.547996520996,"Meekatharra Airport","AU","YMEK"
-37.7281,144.901993,"Melbourne Essendon Airport","AU","YMEN"
-36.9085998535,149.901000977,"Merimbula Airport","AU","YMER"
-38.0988998413,147.149002075,"RAAF Base East Sale","AU","YMES"
-12.0560998917,134.23399353,"Maningrida Airport","AU","YMGD"
-42.836101532,147.509994507,"Hobart International Airport","AU","YMHB"
-34.2291984558,142.085998535,"Mildura Airport","AU","YMIA"
-41.54529953,147.214004517,"Launceston Airport","AU","YMLT"
-37.9757995605469,145.102005004883,"Melbourne Moorabbin Airport","AU","YMMB"
-37.673302,144.843002,"Melbourne International Airport","AU","YMML"
-27.2863998413086,120.555000305176,"Mount Keith Airport","AU","YMNE"
-28.1161003112793,117.842002868652,"Mount Magnet Airport","AU","YMOG"
-29.4988994598,149.845001221,"Moree Airport","AU","YMOR"
-22.057800293,148.07699585,"Moranbah Airport","AU","YMRB"
-35.8978004456,150.143997192,"Moruya Airport","AU","YMRY"
-37.7456016540527,140.785003662109,"Mount Gambier Airport","AU","YMTG"
-34.7022018433,146.511993408,"Narrandera Airport","AU","YNAR"
-30.3192005157,149.82699585,"Narrabri Airport","AU","YNBR"
-14.7228002548218,134.746994018555,"Ngukurr Airport","AU","YNGU"
-32.2146987915039,148.225006103516,"Narromine Airport","AU","YNRM"
-17.68409,141.069664,"Normanton Airport","AU","YNTN"
-23.4178009033,119.803001404,"Newman Airport","AU","YNWN"
-33.3816986084,149.132995605,"Orange Airport","AU","YORG"
-34.945,138.531006,"Adelaide International Airport","AU","YPAD"
-32.5069007873535,137.716995239258,"Port Augusta Airport","AU","YPAG"
-23.1711006165,117.745002747,"Paraburdoo Airport","AU","YPBO"
-12.4146995544434,130.876998901367,"Darwin International Airport","AU","YPDN"
-31.6678009033203,116.014999389648,"RAAF Base Pearce","AU","YPEA"
-34.7024993896484,138.621002197266,"RAAF Base Edinburgh","AU","YPED"
-12.2693996429,136.817993164,"Gove Airport","AU","YPGV"
-33.238899230957,137.994995117188,"Port Pirie Airport","AU","YPIR"
-32.0974998474121,115.880996704102,"Perth Jandakot Airport","AU","YPJT"
-20.7122001648,116.773002625,"Karratha Airport","AU","YPKA"
-30.7894001007,121.461997986,"Kalgoorlie Boulder Airport","AU","YPKG"
-33.131401062,148.238998413,"Parkes Airport","AU","YPKS"
-14.25,129.529006958008,"Port Keats Airport","AU","YPKT"
-15.7781000137,128.707992554,"Kununurra Airport","AU","YPKU"
-34.6053009033,135.880004883,"Port Lincoln Airport","AU","YPLC"
-22.2355995178,114.088996887,"Learmonth Airport","AU","YPLM"
-31.4358005524,152.863006592,"Port Macquarie Airport","AU","YPMQ"
-38.3180999755859,141.470993041992,"Portland Airport","AU","YPOD"
-20.3777999878,118.625999451,"Port Hedland International Airport","AU","YPPD"
-31.940299987793,115.967002868652,"Perth International Airport","AU","YPPH"
-14.5211000442505,132.378005981445,"Tindal Airport","AU","YPTN"
-26.6121997833252,144.253005981445,"Quilpie Airport","AU","YQLP"
-34.1963996887207,140.67399597168,"Renmark Airport","AU","YREN"
-26.5450000763,148.774993896,"Roma Airport","AU","YROM"
-33.9244003295898,150.988006591797,"Sydney Bankstown Airport","AU","YSBK"
-35.3069000244141,149.195007324219,"Canberra International Airport","AU","YSCB"
-30.320601,153.115997,"Coffs Harbour Airport","AU","YSCH"
-34.0402984619141,150.686996459961,"Camden Airport","AU","YSCN"
-32.2167015076,148.574996948,"Dubbo City Regional Airport","AU","YSDU"
-25.8938999176,113.577003479,"Shark Bay Airport","AU","YSHK"
-36.4289016723633,145.393005371094,"Shepparton Airport","AU","YSHT"
-40.8349990844727,145.083999633789,"Smithton Airport","AU","YSMI"
-11.4228000640869,130.654006958008,"Snake Bay Airport","AU","YSNB"
-34.9488983154297,150.537002563477,"Nowra Airport","AU","YSNW"
-33.600601,150.781006,"RAAF Base Richmond","AU","YSRI"
-33.9460983276367,151.177001953125,"Sydney Kingsford Smith International Airport","AU","YSSY"
-31.0839004517,150.847000122,"Tamworth Airport","AU","YSTW"
-35.1652984619,147.466003418,"Wagga Wagga City Airport","AU","YSWG"
-35.3758010864258,143.533004760742,"Swan Hill Airport","AU","YSWH"
-37.0717010498047,142.740997314453,"Stawell Airport","AU","YSWL"
-21.7150001525879,122.228996276855,"Telfer Airport","AU","YTEF"
-34.4213981628418,147.511993408203,"Temora Airport","AU","YTEM"
-27.986400604248,143.811004638672,"Thargomindah Airport","AU","YTGM"
-29.451099395752,142.057998657227,"Tibooburra Airport","AU","YTIB"
-35.2627983093262,148.240997314453,"Tumut Airport","AU","YTMU"
-24.4939002990723,150.57600402832,"Thangool Airport","AU","YTNG"
-19.6343994140625,134.182998657227,"Tennant Creek Airport","AU","YTNK"
-31.8885993958,152.514007568,"Taree Airport","AU","YTRE"
-25.4130992889404,142.667007446289,"Windorah Airport","AU","YWDH"
-36.4157981872559,146.307006835938,"Wangaratta Airport","AU","YWGT"
-33.0588989257812,137.514007568359,"Whyalla Airport","AU","YWHA"
-36.3210983276367,142.419006347656,"Warracknabeal Airport","AU","YWKB"
-30.0328006744385,148.126007080078,"Walgett Airport","AU","YWLG"
-32.7949981689453,151.833999633789,"Newcastle Airport","AU","YWLM"
-26.6291999816895,120.221000671387,"Wiluna Airport","AU","YWLU"
-34.5611,150.789001,"Shellharbour Airport","AU","YWOL"
-31.7332992553711,147.802993774414,"Warren Airport","AU","YWRN"
-38.090827,146.965335,"West Sale Airport","AU","YWSL"
-22.3635997772217,143.085998535156,"Winton Airport","AU","YWTN"
-33.9371986389,147.190994263,"West Wyalong Airport","AU","YWWL"
-40.9989013671875,145.731002807617,"Wynyard Airport","AU","YWYY"
-34.2555999755859,148.248001098633,"Young Airport","AU","YYNG"
12.5014,-70.015198,"Queen Beatrix International Airport","AW","TNCA"
40.4955422161,49.9768066406,"Zabrat Airport","AZ","AZ-0001"
40.8073129238,49.4314813614,"Sital Chay Airport","AZ","AZ-0013"
39.0061622679,48.8063120842,"Kyzylagadzh Air Base","AZ","AZ-0021"
40.5915985107422,49.5573997497559,"Nasosnaya Air Base","AZ","UB12"
39.9014015197754,46.7869987487793,"Stepanakert Air Base","AZ","UB13"
40.2736015319824,48.1636009216309,"Kyurdamir Air Base","AZ","UB14"
40.4066009521484,50.2001991271973,"Baku Kala Air Base","AZ","UB18"
40.4674987792969,50.0466995239258,"Heydar Aliyev International Airport","AZ","UBBB"
40.7377014160156,46.3176002502441,"Ganja Airport","AZ","UBBG"
39.1888008117676,45.4584007263184,"Nakhchivan Airport","AZ","UBBN"
40.826667,47.7125,"Gabala International Airport","AZ","UBBQ"
40.8875999450684,45.9570007324219,"Dollyar Air Base","AZ","UG11"
44.9413986206055,17.2975006103516,"Banja Luka International Airport","BA","LQBK"
43.282901763916,17.8458995819092,"Mostar International Airport","BA","LQMO"
43.8246002197266,18.3314990997314,"Sarajevo International Airport","BA","LQSA"
44.4586982727051,18.7248001098633,"Tuzla International Airport","BA","LQTZ"
13.0746,-59.4925,"Grantley Adams International Airport","BB","TBPB"
22.8010005950928,90.3012008666992,"Barisal Airport","BD","VGBR"
21.4521999359131,91.9638977050781,"Cox's Bazar Airport","BD","VGCB"
22.2495994567871,91.8133010864258,"Shah Amanat International Airport","BD","VGEG"
24.1525001525879,89.0494003295898,"Ishurdi Airport","BD","VGIS"
23.1837997436523,89.1607971191406,"Jessore Airport","BD","VGJR"
24.4372005462646,88.6165008544922,"Shah Mokhdum Airport","BD","VGRJ"
25.7591991424561,88.9088973999023,"Saidpur Airport","BD","VGSD"
24.9631996154785,91.8667984008789,"Osmany International Airport","BD","VGSY"
23.843347,90.397783,"Hazrat Shahjalal International Airport","BD","VGZR"
51.1893997192,4.46027994156,"Antwerp International Airport (Deurne)","BE","EBAW"
50.7585983276367,4.76833009719849,"Beauvechain Air Base","BE","EBBE"
51.168301,5.47,"Kleine Brogel Air Base","BE","EBBL"
50.9014015198,4.48443984985,"Brussels Airport","BE","EBBR"
50.459202,4.45382,"Brussels South Charleroi Airport","BE","EBCI"
50.5758018493652,3.83100008964539,"Chièvres Air Base","BE","EBCV"
51.0903015136719,2.65278005599976,"Koksijde Air Base","BE","EBFN"
50.2433013916,4.64583015442,"Florennes Air Base","BE","EBFS"
50.817199707,3.20472002029,"Wevelgem Airport","BE","EBKT"
50.6374015808105,5.4432201385498,"Liège Airport","BE","EBLG"
51.1988983154,2.8622200489,"Ostend-Bruges International Airport","BE","EBOS"
12.3532,-1.51242,"Ouagadougou Airport","BF","DFFD"
11.1600999832153,-4.33096981048584,"Bobo Dioulasso Airport","BF","DFOO"
42.4548988342,26.3521995544,"Bezmer Air Base","BG","BG-JAM"
42.5695991516113,27.5151996612549,"Burgas Airport","BG","LBBG"
43.1514015197754,25.7129001617432,"Gorna Oryahovitsa Airport","BG","LBGO"
42.067799,24.8508,"Plovdiv International Airport","BG","LBPD"
42.2904014587402,24.7140007019043,"Graf Ignatievo Air Base","BG","LBPG"
43.451401,24.5028,"Dolna Mitropoliya Air Base","BG","LBPL"
42.6966934204102,23.4114360809326,"Sofia Airport","BG","LBSF"
43.4238014221191,28.1812992095947,"Balchik Air Base","BG","LBWB"
43.232101,27.8251,"Varna Airport","BG","LBWN"
26.2707996368408,50.6335983276367,"Bahrain International Airport","BH","OBBI"
25.918399810791,50.5905990600586,"Sheik Isa Air Base","BH","OBBS"
-3.32401990890503,29.3185005187988,"Bujumbura International Airport","BI","HBBA"
6.3572301864624,2.38435006141663,"Cadjehoun Airport","BJ","DBBB"
17.9043998718262,-62.8436012268066,"Gustaf III Airport","BL","TFFJ"
32.3639984130859,-64.6787033081055,"L.F. Wade International International Airport","BM","TXKF"
4.94420003890991,114.928001403809,"Brunei International Airport","BN","WBSB"
-19.246835,-65.149611,"Alcantarí Airport","BO","SLAL"
-22.7733001709,-64.3128967285,"Bermejo Airport","BO","SLBJ"
-17.4211006164551,-66.1771011352539,"Jorge Wilsterman International Airport","BO","SLCB"
-11.0403995514,-68.7829971313,"Capitán Aníbal Arab Airport","BO","SLCO"
-17.8115997314,-63.1715011597,"El Trompillo Airport","BO","SLET"
-16.5132999420166,-68.1922988891602,"El Alto International Airport","BO","SLLP"
-17.962600708,-67.0762023926,"Juan Mendoza Airport","BO","SLOR"
-19.543331,-65.723734,"Capitan Nicolas Rojas Airport","BO","SLPO"
-18.975301,-57.820599,"Capitán Av. Salvador Ogaya G. airport","BO","SLPS"
-13.7622003555,-65.4352035522,"Santa Ana Del Yacuma Airport","BO","SLSA"
-19.007099,-65.288696,"Juana Azurduy De Padilla Airport","BO","SLSU"
-21.5557003021,-64.7013015747,"Capitan Oriel Lea Plaza Airport","BO","SLTJ"
-14.8186998367,-64.9179992676,"Teniente Av. Jorge Henrich Arauz Airport","BO","SLTR"
-21.2551994324,-63.4056015015,"Teniente Coronel Rafael Pabón Airport","BO","SLVM"
-17.6448,-63.135399,"Viru Viru International Airport","BO","SLVR"
-21.9608993530273,-63.6516990661621,"Yacuiba Airport","BO","SLYA"
12.1309995651245,-68.2685012817383,"Flamingo International Airport","BQ","TNCB"
